,gender,age,emotion,base,rewriting,semantic,empathy
640,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时，重温创伤性事件可能比它的价值更痛苦。你最近有没有尝试过重温这个事件，但发现它太难了？,2,2
641,男性,40-69,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,现在让我们来看看你的日常生活。当你与人交谈时，当你谈论事情时，当你发表意见时，你是否考虑过人们的不同观点？,10,1
642,女性,40-69,所有情绪,感谢您的参与。再见,谢谢你今天，我真的很感激。很快又赶上了。,15,2
643,男性,40-69,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,这些负面情绪是你尝试协议 6 引起的吗？,2,0
644,女性,18-39,悲伤,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你觉得这些情况是别人行为的错吗？,7,0
645,女性,18-39,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你会说是别人让你有这种感觉吗？,7,1
646,女性,40-69,愤怒,您是否对某人有强烈的感受或表达以下任何情绪：,我知道你生气了。你能告诉我，除了这种愤怒之外，你是否对任何人也有过以下强烈的情绪：,5,2
647,女性,40-69,焦虑,当出现问题时，您是否总是责怪和指责自己？,没关系，谢谢。你是否总是把情况看得太个人化，以至于你觉得对失败负责，并认为这总是你的错？,9,2
648,男性,40-69,愤怒,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,这些负面情绪是否是您尝试使用协议 11 引起的？,3,0
649,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉听到它。这是什么时候发生的，最近还是前一段时间？,1,2
650,男性,18-39,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,你觉得你的负面情绪可能是由其他人引起的吗？,7,1
651,男性,40-69,愤怒,这是由特别事件引起的吗？,没关系，我是来帮忙的。有什么特别让你有这种感觉的吗？,0,1
652,女性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您的个人生活中是否有任何事情对您所处的位置和目前的工作产生负面影响？,11,1
653,男性,18-39,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,当我们感觉不到自己时，有时我们可以将其发泄在我们周围的人身上。您是否对生活中的任何人强烈感受到或表达了以下任何情绪：,5,2
654,男性,40-69,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,在您的生活中是否有一些特别令人痛苦的事情会影响您的感受？,11,0
655,男性,40-69,焦虑,谢谢。现在我会问一些问题以了解您的情况。,到目前为止，感谢您与我分享。如果可以，我想再问你一些问题，如果你没问题的话。,4,1
656,女性,18-39,悲伤,这是由最近或遥远的事件（或多个事件）引起的吗？,对不起，那一定很难。是最近发生的事情还是很久以前发生的事情？,1,2
657,女性,40-69,悲伤,当出现问题时，您是否总是责怪和指责自己？,如果我可以问这个，您是否总是认为发生的任何事情都是自己的错？,9,1
658,女性,40-69,愤怒,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，如果您有机会尝试一下，您是否感受到了协议 11 引发的愤怒？,3,1
659,男性,40-69,焦虑,您是否对某人有强烈的感受或表达以下任何情绪：,我会给你一个情绪清单。我希望你考虑一下，然后告诉我你是否对其中的任何一个有强烈的感受或对某个人表达过其中的任何一个：,5,2
660,女性,40-69,悲伤,谢谢。现在我会问一些问题以了解您的情况。,感谢您到目前为止的答复。接下来的问题将有助于更好地了解您正在经历的事情。,4,1
661,女性,18-39,愤怒,当出现问题时，您是否总是责怪和指责自己？,我明白了，谢谢你到目前为止的回答。如果我问，你觉得你是那种一出事就总是自责的人吗？,9,1
662,女性,40-69,快乐,那很好！让我推荐一个您可以尝试的协议。,极好的！我有一个协议建议让你感觉良好，你想看看吗？,12,1
663,男性,18-39,焦虑,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,您是否有个人问题，例如与所爱的人有困难或与朋友分手？,11,0
664,女性,18-39,焦虑,您认为您应该成为别人的救星吗？,您是否觉得自己有责任帮助他人？,6,0
665,男性,40-69,愤怒,您觉得您在试图控制某人吗？,再次感谢您的合作。我可以问一下，您是否对某个人感到如此负责，以至于您可能试图控制他们？,8,2
666,女性,40-69,愤怒,您是否对某人有强烈的感受或表达以下任何情绪：,您是否有过强烈的情绪，或向他人表达过以下任何一种情况：,5,1
667,女性,40-69,愤怒,当出现问题时，您是否总是责怪和指责自己？,您是否通常觉得自己应该做一些不同的事情，您是否经常质疑自己的行为？,9,1
668,男性,18-39,所有情绪,请现在尝试通过此协议。完成后，按“继续”,尽最大努力执行此协议，慢慢来。完成后，按“继续”。,17,1
669,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,你现在感觉如何？我希望它有帮助。,18,1
670,女性,40-69,所有情绪,感谢您的参与。再见,非常感谢您在本次会议上与我共度时光。我真的很期待很快见到你。,15,2
671,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢你和我分享这个。请问，你最近有没有讨论过这个过去的事件或试图重温它，这可能让你感到一些不适或带来一些负面情绪吗？,3,2
672,女性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,完成方案后，你能告诉我你感觉好些还是坏了？,18,1
673,女性,18-39,愤怒,您是否将自己视为受害者，将自己的负面情绪归咎于他人？,是别人让你觉得自己是受害者吗？,7,0
674,男性,18-39,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,你和你爱的人有什么困难吗？,11,0
675,男性,18-39,悲伤,这是由最近或遥远的事件（或多个事件）引起的吗？,请问是最近发生的还是很久以前的？,1,1
676,女性,18-39,焦虑,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否尝试过协议 11 并发现它让所有那些不好的感觉回来了？,3,1
677,女性,18-39,所有情绪,您想尝试另一种协议吗？ （病人感觉好多了）,优秀的！您想尝试其他协议吗？,19,0
678,女性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是很久以前的事件吗？或者也许是最近发生在你身上的事情？,1,1
679,男性,40-69,愤怒,您是否对某人有强烈的感受或表达以下任何情绪：,您是否发现自己有任何这些情绪，或者您是否曾向另一个人表达过这些情绪：,5,1
680,男性,18-39,愤怒,您认为您应该成为别人的救星吗？,你认为自己是别人的救世主，还是觉得自己对生活中的某个人过于负责？,6,0
681,女性,18-39,悲伤,您是否正在经历个人危机（与亲人相处有困难，例如与朋友闹翻）？,如果我问你，你在个人事务上有什么问题吗？,11,1
682,男性,40-69,焦虑,在之前的对话中，您是否考虑过其他提出的观点？,回想起来，你是否一直试图把自己放在别人的位置上？,10,1
683,男性,40-69,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是前一段时间发生的？,1,0
684,男性,40-69,愤怒,这是由特别事件引起的吗？,哦，那不好。是不是有什么东西触发了这种感觉？,0,2
685,男性,18-39,悲伤,您最近是否尝试过协议11，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试完成协议 11 并且由于最近发生的事情而导致重新唤醒一些不好的感觉？,3,1
686,男性,18-39,所有情绪,这是我的建议，请选择您想尝试的协议,我对协议有一些建议，可以帮助您解决问题。你想选择你认为最适合你的吗？,16,1
687,男性,40-69,愤怒,您是否对某人有强烈的感受或表达以下任何情绪：,您是否会说您对他人感受到或表现出以下任何负面情绪：,5,1
688,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,你会诚实地说你对别人的观点持开放态度吗？,10,1
689,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,你介意告诉我这件事是什么时候发生的，是最近发生的还是遥远的？,1,1
690,女性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,是否有可能您总是为出错的事情责备自己，即使它们不一定是您的错？,9,1
691,女性,40-69,焦虑,您觉得您在试图控制某人吗？,是否希望你能影响某人或某事？,8,0
692,男性,40-69,悲伤,您认为您应该成为别人的救星吗？,如果可以的话，您是否认为您可能正在尝试成为别人的救星？,6,1
693,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时，当我们通过某些协议并发现，正如我们所做的那样，这些协议可以揭示负面情绪和体验。你有没有尝试过协议 6 但发现它太令人痛苦了？,2,2
694,男性,18-39,愤怒,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的事件还是很久以前发生的遥远事件？,1,1
695,男性,40-69,悲伤,在之前的对话中，您是否考虑过其他提出的观点？,在之前的谈话中，你是否能够考虑其他人的观点？,10,0
696,男性,40-69,愤怒,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,当按照协议 6 的要求尝试重新审视您的创伤时，您是否发现自己在情绪上不舒服并且难以继续？,2,1
697,男性,40-69,所有情绪,采取此协议后，您感觉更好还是更糟？,你说你现在感觉如何，好还是坏？,18,1
698,女性,18-39,焦虑,当出现问题时，您是否总是责怪和指责自己？,您是否总是觉得出现问题是您的错？,9,0
699,男性,40-69,悲伤,这是由特别事件引起的吗？,你的情绪是由什么特定的事情引起的吗？,0,0
