,gender,age,emotion,base,rewriting,transformation
1193,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我很抱歉发生在你身上，很难经历一些痛苦的事情。这是最近发生的还是前一段时间发生的？,HIGH
1194,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我希望你能谈论它。这是最近引起您焦虑的事情还是过去很遥远的事情？,HIGH
1195,女性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白了，谢谢你澄清这一点。我想知道，这个事件是最近发生的，还是更远的过去？,HIGH
1196,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我在这儿陪你。这是什么时候发生的，最近还是在更远的过去？,HIGH
1197,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的，还是已经在你脑海中盘旋了一段时间的事情？,HIGH
1198,男性,18-39,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,我明白，我很遗憾听到这个消息。请问这感觉是最近发生的事情，还是对过去更遥远的事情的记忆？,HIGH
1199,男性,40-69,焦虑,这是由最近或遥远的事件（或多个事件）引起的吗？,这是最近发生的还是不久前发生的？,HIGH
1200,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道，您是否认为尝试使用协议 6 来重温事件，如果您这样做了，可能会导致这种感觉吗？,HIGH
1201,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这件事让你很痛苦。你最近有没有重温这个事件，试图找到它的结局，但它所做的只是把你在事件中无法忍受的情绪带回来？,HIGH
1202,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您可能知道，协议 6 可用于检查此类事件。您有使用协议 6 的经验吗？而且，如果是这样，您是否发现它使与过去事件相关的困难情绪浮出水面？,HIGH
1203,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否通过协议 6 重新审视了该事件的创伤，这就是您现在感到焦虑的原因吗？,HIGH
1204,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时它可以帮助通过协议 6 解决与过去的创伤事件相关的焦虑。你是否已经尝试过协议 6，如果是的话，你是否真的发现它带来的情绪过于强烈？,HIGH
1205,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你最近是否通过协议 6 重新审视了这个事件，并发现它带回了焦虑的感觉和情绪？,HIGH
1206,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,感到焦虑和完全可以理解是可以的。我只需要知道您最近是否试图回忆过去的事件并发现它令人痛苦？,HIGH
1207,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否采取了协议 6，并觉得这引发了焦虑感？,HIGH
1208,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时人们在尝试协议 6 时可能会受到不利影响。您最近是否尝试过使用协议 6 并发现这种体验令人痛苦？,HIGH
1209,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您最近是否尝试过协议 6 并发现您发现的情绪难以处理？,HIGH
1210,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道你过去发生的事情会带来强烈的情绪。是否因为尝试执行协议 6 而重新点燃了这些感觉？,HIGH
1211,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,在某些情况下，协议 6 可用于回顾特别创伤性事件，但这有时会引发麻烦的情绪反应。你之前有没有使用过协议6，它有没有让你有任何无法控制的情绪？,HIGH
1212,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我想知道现在是否有什么东西重新点燃了这种感觉。您是否尝试过记住或重温此事件并因此感到焦虑？,HIGH
1213,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,通过尝试协议 6 来重温创伤性事件会带来消极和无法控制的情绪。您是否尝试通过执行协议 6 重新审视该事件并因此感到不舒服？,HIGH
1214,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你是否尝试过协议 6 来回想这个事件，如果你有，记住这个事件是否会让人精神崩溃？,HIGH
1215,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,如果我可以问一下，最近对协议 6 的尝试是否触发了这些感觉？,HIGH
1216,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时不好的感觉可能会回来，因为发生了一些事情让它们再次出现。您最近是否尝试过协议 6，并且无法将自己与过去所产生的负面情绪疏远？,HIGH
1217,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,谢谢你和我分享这个。请问，你最近有没有讨论过这个过去的事件或试图重温它，这可能让你感到一些不适或带来一些负面情绪吗？,HIGH
1218,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你是否已经尝试过重新审视这个事件却发现这样做会带来强烈的负面情绪？,HIGH
1219,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我明白你为什么会感到焦虑。你认为尝试协议 6 会重新点燃这些难以控制的情绪吗？,HIGH
1220,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你最近有没有尝试过协议 6 并发现它把所有那些不好的感觉都带回来了？,HIGH
1221,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我意识到克服过去的消极想法可能很困难。最近尝试协议 6 是否让您回忆起这个事件，从而使您记忆犹新，并让您感到焦虑？,HIGH
1222,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 6 可能会有很大帮助，但我知道它有时也会引起不必要的压力。您最近是否尝试过协议 6，并在使用后发现自己太苦恼了？,HIGH
1223,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 6 有时会对人们产生相当负面的影响。您是否尝试过协议 6，它是否对您产生了负面影响？,HIGH
1224,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道这很难，所以感谢您与我分享。如果你尝试过协议 6，是否会重新点燃你这种不好的感觉？,HIGH
1225,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 6 并且感觉过于强烈？,HIGH
1226,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,处理过去的创伤真的很艰难，我很欣赏你的勇气。请问您是否尝试过协议6，但发现它太难了？,HIGH
1227,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 6 并发现它没有一个好的结果？,HIGH
1228,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,我知道协议 6 通常会触发对过去的创伤事件重新产生焦虑感，所以在我推荐它之前，我想知道这是否发生在你身上。协议 6 是您最近尝试过的并且让您感到焦虑的东西吗？,HIGH
1229,男性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你有没有尝试过协议 6，当你回忆过去的事情时，它有没有让你有任何不好的感觉？,HIGH
1230,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,有时，当我们通过某些协议并发现，正如我们所做的那样，这些协议可以揭示负面情绪和体验。你有没有尝试过协议 6 但发现它太令人痛苦了？,HIGH
1231,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,协议 6 确实可以唤起回忆，这取决于情况的好坏。您是否尝试过协议 6，它是否对您产生了负面影响？,HIGH
1232,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否已经尝试过协议 6，但发现它不但没有缓解您的焦虑，反而使情况变得更糟？,HIGH
1233,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,这些情绪是不是因为你偶然尝试了协议 6 而重新点燃了？,HIGH
1234,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,很好，我相信你对协议 6 很熟悉。你最近有没有尝试过协议 6，如果有，当你想到这些过去的事件时，你是否觉得这带来了一些难以处理的感觉?,HIGH
1235,女性,18-39,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,处理过去发生的事情可能很困难。你是否已经尝试过协议 6 来重新审视这个事件，但发现它太难和痛苦了？,HIGH
1236,男性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你最近有没有想过这个事件，它是否给你带来了一些令人不安的情绪？,HIGH
1237,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,你最近是否尝试过协议 6，你是否发现它激起了你觉得难以处理的情绪？,HIGH
1238,女性,40-69,焦虑,您最近是否尝试过协议6，并发现由于旧事件而重新点燃了无法控制的情绪？,您是否尝试过协议 6，如果是，您是否觉得它引发了这些困难的感觉？,HIGH
